1,1,225.93327,270.06284,20,20,-1,-1,-1,-1
1,2,174.7729,227.27498,20,20,-1,-1,-1,-1
2,1,225.29007,270.49927,20,20,-1,-1,-1,-1
2,2,174.46356,226.65419,20,20,-1,-1,-1,-1
3,1,225.59917,273.2484,20,20,-1,-1,-1,-1
3,2,172.39996,231.06938,20,20,-1,-1,-1,-1
4,1,225.14247,274.0125,20,20,-1,-1,-1,-1
4,2,172.4763,231.71016,20,20,-1,-1,-1,-1
5,1,224.0727,276.12604,20,20,-1,-1,-1,-1
5,2,173.59717,232.09833,20,20,-1,-1,-1,-1
6,1,223.97284,278.9638,20,20,-1,-1,-1,-1
6,2,173.29088,234.32622,20,20,-1,-1,-1,-1
7,1,224.28426,280.28506,20,20,-1,-1,-1,-1
7,2,174.3108,235.69029,20,20,-1,-1,-1,-1
8,1,223.4535,283.3879,20,20,-1,-1,-1,-1
8,2,173.525,239.0888,20,20,-1,-1,-1,-1
9,1,223.39627,285.7297,20,20,-1,-1,-1,-1
9,2,173.12212,241.48744,20,20,-1,-1,-1,-1
10,1,222.37851,283.95706,20,20,-1,-1,-1,-1
10,2,170.60161,240.74954,20,20,-1,-1,-1,-1
11,1,221.72725,281.30023,20,20,-1,-1,-1,-1
11,2,170.36716,237.74971,20,20,-1,-1,-1,-1
12,1,221.30168,281.03955,20,20,-1,-1,-1,-1
12,2,170.09648,237.20549,20,20,-1,-1,-1,-1
13,1,224.1489,277.24045,20,20,-1,-1,-1,-1
13,2,171.8398,235.14139,20,20,-1,-1,-1,-1
14,1,226.47891,272.45224,20,20,-1,-1,-1,-1
14,2,173.64436,230.89375,20,20,-1,-1,-1,-1
15,1,224.67969,272.24292,20,20,-1,-1,-1,-1
15,2,174.12321,228.83855,20,20,-1,-1,-1,-1
16,1,224.47002,272.00494,20,20,-1,-1,-1,-1
16,2,173.63023,227.74825,20,20,-1,-1,-1,-1
17,1,224.23964,272.05008,20,20,-1,-1,-1,-1
17,2,173.59985,228.37706,20,20,-1,-1,-1,-1
18,1,224.70642,272.48505,20,20,-1,-1,-1,-1
18,2,173.80478,228.6479,20,20,-1,-1,-1,-1
19,1,223.91469,273.82944,20,20,-1,-1,-1,-1
19,2,173.44765,229.06091,20,20,-1,-1,-1,-1
20,1,224.81526,275.96768,20,20,-1,-1,-1,-1
20,2,174.12503,230.75282,20,20,-1,-1,-1,-1
21,1,225.19652,275.52237,20,20,-1,-1,-1,-1
21,2,174.12297,230.46935,20,20,-1,-1,-1,-1
22,1,225.61235,275.80954,20,20,-1,-1,-1,-1
22,2,174.19261,230.77373,20,20,-1,-1,-1,-1
23,1,225.72987,273.48587,20,20,-1,-1,-1,-1
23,2,173.47343,228.52211,20,20,-1,-1,-1,-1
24,1,225.71239,271.69437,20,20,-1,-1,-1,-1
24,2,173.56744,226.04912,20,20,-1,-1,-1,-1
25,1,225.60283,271.68253,20,20,-1,-1,-1,-1
25,2,174.32594,226.22792,20,20,-1,-1,-1,-1
