3,1,232.02,268.13,20.00,20.00,1,-1,-1,-1
3,2,177.02,223.36,20.00,20.00,1,-1,-1,-1
4,1,231.28,271.43,20.00,20.00,1,-1,-1,-1
4,2,175.52,226.41,20.00,20.00,1,-1,-1,-1
5,1,230.30,273.88,20.00,20.00,1,-1,-1,-1
5,2,174.29,228.80,20.00,20.00,1,-1,-1,-1
6,1,229.98,276.02,20.00,20.00,1,-1,-1,-1
6,2,173.19,230.93,20.00,20.00,1,-1,-1,-1
7,1,229.19,278.06,20.00,20.00,1,-1,-1,-1
7,2,172.13,232.28,20.00,20.00,1,-1,-1,-1
8,1,228.23,280.07,20.00,20.00,1,-1,-1,-1
8,2,171.10,234.05,20.00,20.00,1,-1,-1,-1
9,1,227.22,282.06,20.00,20.00,1,-1,-1,-1
9,2,170.08,235.29,20.00,20.00,1,-1,-1,-1
10,1,226.20,283.38,20.00,20.00,1,-1,-1,-1
10,2,169.07,235.66,20.00,20.00,1,-1,-1,-1
11,1,225.17,283.78,20.00,20.00,1,-1,-1,-1
11,2,168.06,235.73,20.00,20.00,1,-1,-1,-1
12,1,224.82,283.17,20.00,20.00,1,-1,-1,-1
12,2,167.05,235.02,20.00,20.00,1,-1,-1,-1
13,1,225.39,281.54,20.00,20.00,1,-1,-1,-1
13,2,166.71,233.37,20.00,20.00,1,-1,-1,-1
14,1,226.96,278.21,20.00,20.00,1,-1,-1,-1
14,2,168.62,230.04,20.00,20.00,1,-1,-1,-1
15,1,228.23,274.26,20.00,20.00,1,-1,-1,-1
15,2,171.36,227.44,20.00,20.00,1,-1,-1,-1
16,1,229.38,272.10,20.00,20.00,1,-1,-1,-1
16,2,173.07,225.13,20.00,20.00,1,-1,-1,-1
17,1,230.48,271.95,20.00,20.00,1,-1,-1,-1
17,2,173.72,223.60,20.00,20.00,1,-1,-1,-1
18,1,231.55,271.90,20.00,20.00,1,-1,-1,-1
18,2,173.29,222.38,20.00,20.00,1,-1,-1,-1
19,1,231.94,271.23,20.00,20.00,1,-1,-1,-1
19,2,173.13,221.93,20.00,20.00,1,-1,-1,-1
20,1,232.08,270.99,20.00,20.00,1,-1,-1,-1
20,2,172.40,221.13,20.00,20.00,1,-1,-1,-1
21,1,232.12,270.91,20.00,20.00,1,-1,-1,-1
21,2,172.13,220.85,20.00,20.00,1,-1,-1,-1
22,1,232.13,270.89,20.00,20.00,1,-1,-1,-1
22,2,172.69,220.10,20.00,20.00,1,-1,-1,-1
23,1,232.78,270.23,20.00,20.00,1,-1,-1,-1
23,2,173.56,219.18,20.00,20.00,1,-1,-1,-1
24,1,233.02,268.66,20.00,20.00,1,-1,-1,-1
24,2,174.55,218.19,20.00,20.00,1,-1,-1,-1
25,1,233.10,267.42,20.00,20.00,1,-1,-1,-1
25,2,175.58,217.18,20.00,20.00,1,-1,-1,-1
