3,1,317.91,275.00,20.00,20.00,1,-1,-1,-1
3,2,279.58,249.02,20.00,20.00,1,-1,-1,-1
4,1,321.46,273.47,20.00,20.00,1,-1,-1,-1
4,2,280.86,247.52,20.00,20.00,1,-1,-1,-1
5,1,323.96,272.25,20.00,20.00,1,-1,-1,-1
5,2,281.22,245.56,20.00,20.00,1,-1,-1,-1
6,1,326.11,270.43,20.00,20.00,1,-1,-1,-1
6,2,281.29,243.49,20.00,20.00,1,-1,-1,-1
7,1,327.44,268.44,20.00,20.00,1,-1,-1,-1
7,2,282.68,241.41,20.00,20.00,1,-1,-1,-1
8,1,328.50,267.08,20.00,20.00,1,-1,-1,-1
8,2,283.15,239.34,20.00,20.00,1,-1,-1,-1
9,1,329.47,265.28,20.00,20.00,1,-1,-1,-1
9,2,283.96,237.97,20.00,20.00,1,-1,-1,-1
10,1,330.42,263.99,20.00,20.00,1,-1,-1,-1
10,2,284.91,236.85,20.00,20.00,1,-1,-1,-1
11,1,330.69,263.57,20.00,20.00,1,-1,-1,-1
11,2,285.90,235.83,20.00,20.00,1,-1,-1,-1
12,1,330.72,263.47,20.00,20.00,1,-1,-1,-1
12,2,286.23,234.83,20.00,20.00,1,-1,-1,-1
13,1,329.34,266.15,20.00,20.00,1,-1,-1,-1
13,2,284.99,235.18,20.00,20.00,1,-1,-1,-1
14,1,330.31,265.58,20.00,20.00,1,-1,-1,-1
14,2,281.83,238.70,20.00,20.00,1,-1,-1,-1
15,2,279.97,241.38,20.00,20.00,1,-1,-1,-1
16,2,279.26,243.74,20.00,20.00,1,-1,-1,-1
16,3,316.93,274.58,20.00,20.00,1,-1,-1,-1
17,2,278.35,244.62,20.00,20.00,1,-1,-1,-1
17,3,317.57,275.86,20.00,20.00,1,-1,-1,-1
18,2,278.01,244.95,20.00,20.00,1,-1,-1,-1
18,3,317.82,276.22,20.00,20.00,1,-1,-1,-1
19,2,277.89,244.41,20.00,20.00,1,-1,-1,-1
19,3,317.92,276.29,20.00,20.00,1,-1,-1,-1
20,2,277.86,244.19,20.00,20.00,1,-1,-1,-1
20,3,317.25,276.28,20.00,20.00,1,-1,-1,-1
21,2,278.53,244.76,20.00,20.00,1,-1,-1,-1
21,3,317.71,276.25,20.00,20.00,1,-1,-1,-1
22,2,278.12,244.98,20.00,20.00,1,-1,-1,-1
22,3,317.89,276.89,20.00,20.00,1,-1,-1,-1
23,2,277.32,245.71,20.00,20.00,1,-1,-1,-1
23,3,316.60,277.11,20.00,20.00,1,-1,-1,-1
24,2,276.36,246.64,20.00,20.00,1,-1,-1,-1
24,3,314.11,277.85,20.00,20.00,1,-1,-1,-1
25,2,276.67,247.65,20.00,20.00,1,-1,-1,-1
25,3,313.19,277.43,20.00,20.00,1,-1,-1,-1
